,IDSong,F0525,F1152,ORIGINAL-TEXTURE-Musical Layers (Mean),F1166,F0133,F0136,F0507,ORIGINAL-TEXTURE-Musical Layers (Std),F0404,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),F0945,F1151,F1497,F0529,ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),F0151,F1194,F0121,F0927,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),F0438,F1489,F0247,F0021,F0246,F1089,F0469,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),F0772,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,F0909,F1071,F0466,F1077,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),F0010,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),F0437,F0013,F0526,VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),F0778,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),F0109,F1550,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-TEXTURE-Musical Layers (Max),F1065,ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),F0946,F1475,F0113,F0753,F1053,F0407,F1059,F0110,ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),F0770,F1441,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),F0958,F0911,F0406,F0917,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),F0155,F0891,ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),F1537,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),F0116,F1483,F1096,F0776,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),F1419,F1090,F1486,F1469,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),F1455,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),F0897,F0251,F1574,F0011,F0905,F0899,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),F0328,F1101,F0782,F0923,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Class
798,MT0029099688,3.7014,24.841,0.65949,233460,0.77847,3.5929,0.077071,0.70881,0.11745,4288.0,0.57637,10.085,1.0534,7.7589,1.4759,0.071888,6.1636,555.85,0.59711,0.0,0.18856,0.60799,0.38524,0.031335,4.4538,0.47492,3.7893,0.16995,5360.0,0.0,0.045529,0.0,0.0,0.62105,3.1235,0.060563,3.2618,0.0,233.49,0.0,4.9416,2807.1,1.6305,1.2703,0.0,0.041559,0.0,0.14402,0.11478,0.0,4,3.2105,0.43475,0.13586,0.11395,0.10939,0.10181,2.6692,1.5585,2.8792,0.55914,0.20594,0.33693,0.32592,0.0,0.11383,-0.27781,4.4645,-0.67991,0.0,0.14512,0.59863,0.64393,0.89239,0.01851,0.0,0.19859,2.1826,1.4102,0.4103,3540.5,0.17851,1.4508,2.1696,-1.4111,0.0,0.37813,-1.5587,0.61912,0.26209,-0.61225,5.2442,-0.46574,-0.41436,0.0,0.46353,4.3924,0.57147,-0.72394,0.0,-120.19741,141.4033,-38.88496,83.346565,-4.599579,41.903267,-1.2640678,14.8023,1.7719012,1.1667818,2.812366,-1.6513231,5.211329,-3.151762,1.7270656,-5.315267,1.5283084,-5.1767383,1.3518975,-4.0154295,1.076174,-2.7048526,-1.6430606,-1.0968268,-2.4181993,-0.13943297,-4.1945295,0.58878464,-3.1851306,2.3140256,-3.8760707,0.9175616,-2.9015844,-1.6491348,-0.71773297,-2.5877447,0.4018499,-3.7808628,2.1024904,-1.0813028,Q2
799,MT0029492542,3.3188,35.353,1.9686,1354000,0.34143,2.6837,0.19815,0.96732,0.10266,5341.2,0.53597,31.692,-0.92973,7.7083,0.27425,0.038794,3.0607,580.64,0.51307,14.836,0.31301,0.6653,0.080639,0.026178,3.3444,0.4633,4.0621,0.33597,6399.1,1.5,0.03797,1.5,0.071429,0.52768,3.8514,0.072773,3.9181,4487.7,66.787,1.5,4.4386,594.31,0.94765,0.44582,0.67989,0.044513,152.86,0.08739,0.20461,1.5,5,3.7569,0.25512,0.11612,0.16143,0.21708,0.18691,3.1336,0.70067,3.2466,0.42846,1.7826,0.40497,-2.241,0.33333,0.12471,-0.14519,1.8353,-0.040542,-0.3818,0.26926,0.73698,0.61059,1.7141,0.011456,43.007,0.52039,3.9489,1.7177,0.51068,4300.4,0.16283,1.3117,0.98996,-2.4072,0.0,-0.87664,-0.9,0.59732,0.34668,-1.4457,1.026,-0.26619,-0.26445,0.017735,0.64137,5.0702,0.65548,-0.17422,1226.0,-17.036398,101.368675,-21.389965,49.782032,-13.079316,21.797089,-10.805508,16.799376,-12.675798,13.555368,-9.114261,14.09577,-6.513788,8.05107,-10.338377,11.152395,-6.8647447,5.6307006,-5.1220374,1.757101,-6.4398212,3.7596564,-5.646091,1.1469535,-3.708238,1.2353187,-3.6596951,2.606958,0.276941,1.8608522,-4.9642863,0.9562091,-2.5561693,2.5094438,-1.2679327,-1.5881377,-3.355383,-2.4170542,-2.6509805,-0.34253895,Q1
800,MT0029553110,5.4933,12.007,1.9237,99907,1.2076,5.9172,0.063646,0.92847,0.10327,4436.2,0.44482,1.6205,3.6746,9.3888,0.72078,0.083145,12.015,605.07,0.47085,10.91,0.0,0.99108,0.27045,0.065686,3.2799,0.37437,4.8121,0.37399,4759.0,3.7232,0.056424,3.2967,0.12245,0.52831,3.9007,0.088184,4.458,4436.8,274.45,1.5403,5.9894,4008.5,1.8767,2.1972,1.0393,0.060951,464.25,0.13977,0.34227,3.4211,5,3.5606,0.27496,0.18161,0.064269,0.055429,0.099945,3.2012,1.6807,3.3074,0.90319,2.5742,0.3169,0.36114,0.5,0.17035,-0.24174,4.8506,-0.39281,0.59511,0.21561,0.54634,0.57249,2.9861,0.0029244,34.926,1.5605,1.7776,2.6967,0.44344,3520.8,0.23979,2.0301,1.7601,-0.40241,0.45588,0.096901,-0.11071,0.55056,0.20445,-0.36562,6.0694,-0.30099,-0.22078,0.027915,0.56192,5.5325,0.56106,-0.39621,552.93,-247.14742,131.99352,0.5543436,53.127815,-6.9736547,30.635666,-7.569449,13.353353,-3.7868674,5.379501,-4.3728642,-5.6105328,-3.3779125,-7.70101,0.30327228,-8.573101,0.95988333,-7.923572,1.7834412,-6.1544714,2.683029,-0.4281873,0.32356134,-0.7319932,-3.978029,3.721678,-1.8007615,2.750361,-1.5963628,1.2105596,-1.0000776,3.365198,-3.5283203,-0.15735924,-2.092652,-3.7872005,0.7633399,-4.1255455,1.4911478,-3.3670254,Q4
801,MT0029772184,1.4336,33.509,1.1274,2916700,0.25483,1.5903,0.36313,0.73291,0.11361,6215.9,0.56179,32.075,0.2151,4.0354,0.63186,0.026744,1.8743,443.36,0.49235,0.0,0.48325,0.28698,0.056512,0.01853,4.5816,0.45924,3.8385,0.1562,7335.9,0.0,0.039645,0.0,0.0,0.54579,3.9391,0.0459,3.7377,0.0,89.489,0.0,4.5917,650.82,0.808,1.4639,0.0,0.035964,0.0,0.073148,0.20062,0.0,4,3.6769,0.59363,0.11329,0.13131,0.42492,0.2265,3.0369,0.74,3.1237,0.11697,0.46558,0.41009,-1.6032,0.0,0.11772,-0.21768,2.1749,-0.2819,0.0,0.26492,0.82376,0.53967,1.297,0.0069049,0.0,0.5877,3.1982,1.1687,0.58346,5816.6,0.15248,1.1881,0.71104,-2.1071,0.0,-1.7735,-1.2134,0.52933,0.3847,-1.5448,1.2527,-0.14873,-0.12555,0.0,0.61102,4.5831,0.75706,-0.2368,0.0,-58.232277,66.20652,-25.346495,47.728363,-13.596044,25.528595,-0.5196404,20.919853,-7.0827494,17.965939,-10.176223,18.380713,-11.182655,9.020511,-9.920355,9.189223,-9.639306,9.119444,-14.0554085,4.6360884,-8.874519,2.2104769,-3.4840937,3.1994345,0.084878154,6.6465244,-2.4592762,4.7193737,-3.4825535,1.3787344,-2.7115633,0.4483653,-0.96516407,2.3239303,-2.7655642,1.4749233,-2.4872131,0.76803124,-0.28840357,-0.055795487,Q2
802,MT0029861029,9.8808,-13.33,2.1668,222360,1.5103,7.5396,0.10594,1.0356,0.06918,4629.9,0.30868,-5.0451,0.99411,15.018,0.39907,0.042237,2.7643,323.69,0.37545,12.281,0.14948,1.4943,0.21476,0.07591,3.4111,0.37725,6.449,0.61468,5703.8,1.9244,0.048701,3.3357,0.13333,0.43332,4.8415,0.060555,5.3679,3592.4,162.06,3.4544,5.56,1389.8,1.9521,1.597,1.0821,0.057751,326.15,0.13681,0.27957,1.6153,6,4.1124,0.25367,0.20508,0.10228,0.0447,0.12712,3.5913,1.5846,3.7164,0.65315,2.0286,0.22595,-0.12924,0.58333,0.19982,0.14422,3.8076,0.19162,1.3222,0.29061,0.58406,0.4306,2.3612,0.0053305,189.8,0.79208,1.9119,4.9499,0.37847,3254.6,0.15825,2.8705,1.6119,-0.6775,0.0,0.24207,-0.88396,0.49632,0.14264,-0.74303,2.1715,0.14676,-0.00072981,0.045327,0.77577,5.9573,0.48656,0.079626,2257.4,-228.98132,201.52805,-50.694668,17.024263,30.310244,-15.144178,-10.978709,-15.469077,-22.679962,-6.03273,-8.89851,-17.012476,-4.9736843,-6.0865803,-18.45182,-4.0608954,2.593607,-15.859417,-8.047526,-2.2151694,-12.589276,-11.109963,-3.9460516,-3.312799,-7.5571585,-3.2698596,0.15042971,-2.9874623,-5.6661334,-6.4774704,-2.6597915,2.2042718,1.4924946,-1.0193261,-1.7201794,-4.3048615,-4.769166,-2.2201772,-0.49067628,-1.9019512,Q3
803,MT0029874624,3.3874,28.085,1.8199,1271800,0.88921,6.7482,0.19468,0.98809,0.19816,4786.7,0.40009,12.321,1.3657,8.8725,1.064,0.088368,3.662,867.39,0.38598,20.435,0.21307,0.63936,0.28592,0.045955,2.0715,0.43963,5.2116,0.5535,5893.9,1.8565,0.063548,3.5578,0.14286,0.44289,4.5508,0.066146,4.4621,4234.5,252.53,1.6288,5.8933,2818.6,1.7953,1.7166,0.18719,0.054604,304.52,0.17278,0.26805,2.6862,5,4.1735,0.31401,0.18733,0.053223,0.033447,0.14023,3.417,1.6273,3.7228,-0.088885,2.0594,0.26747,-0.26041,0.375,0.19846,0.07024,4.5227,0.087337,0.41546,0.21904,0.49608,0.51932,2.5399,0.0080762,127.52,1.6101,2.0927,2.3861,0.42349,3817.8,0.27814,2.3112,1.8555,-0.35813,0.12146,-0.62283,-0.38433,0.4753,0.27254,-0.57372,5.1008,0.064218,-0.0092226,0.10347,0.84023,5.7442,0.62925,0.16976,763.44,-128.40527,99.04336,-8.7188835,58.341522,-21.71582,39.563606,-20.873644,23.364182,-16.252008,11.989089,-6.5766373,-1.6920185,0.48580068,-9.28489,6.79429,-12.828188,5.1950235,-9.474193,3.6297684,-11.709921,1.3964267,-6.7146587,-3.1366062,-3.8106294,-6.444064,-1.6289129,-7.926768,2.2697325,-6.634358,7.4216766,-3.897861,3.4113693,-2.0424862,-0.7408213,-0.336577,-0.7547047,1.4093232,-4.1141276,-0.014225836,-6.62067,Q1
804,MT0029877658,6.4628,17.136,2.5677,270370,0.57228,3.6271,0.11575,1.1053,0.049778,4872.6,0.36105,4.3563,0.75513,9.6092,0.33398,0.028831,3.2364,331.32,0.4441,19.61,0.20752,1.1546,0.18782,0.058442,2.1496,0.39815,5.7938,0.5614,5937.9,1.8974,0.043635,3.8371,0.2093,0.51994,4.2815,0.063535,4.7794,4089.2,118.95,1.7145,5.1214,1347.7,1.3896,0.90168,0.87728,0.043025,672.17,0.1106,0.20796,1.5683,6,4.2225,0.15025,0.15515,0.14043,0.13555,0.17313,3.1535,0.93631,3.4128,1.3723,2.4046,0.307,-0.10391,0.77778,0.14732,-0.1223,2.7396,-0.0098347,-0.018526,0.33088,0.69651,0.54503,1.1355,0.0060846,73.026,2.0062,1.0529,2.4799,0.41735,4079.0,0.13345,2.4031,1.0601,-1.835,0.26339,0.29506,-0.40694,0.51906,0.23341,-0.82982,2.4094,-0.27059,-0.153,0.072142,0.67035,5.8101,0.58525,0.077208,637.32,-141.43036,166.83112,-49.13616,34.990368,-25.991383,13.734679,-19.085289,-0.3532872,0.33891228,-16.146473,8.251002,-2.1462805,2.4410532,-3.8058555,-1.3033767,-2.664876,1.110332,-4.622512,-4.010022,0.11122055,-5.7325716,0.87561965,-4.617456,-2.2491386,-2.985584,-6.0801506,-3.9689858,-7.2455606,-2.8836563,2.402396,-0.6568768,-1.3497217,2.687634,-2.2425811,-4.269445,-2.3800702,-5.0609746,-4.440601,-0.88581276,1.7792388,Q3
805,MT0029976595,5.6371,19.629,2.2504,177610,1.1583,5.9771,0.10821,1.1323,0.14169,4459.5,0.37778,6.2378,1.5715,10.266,0.7202,0.073892,8.7406,988.02,0.3865,12.441,0.1056,0.94048,0.33635,0.064616,2.8627,0.39506,5.3686,0.57407,5369.5,2.5642,0.080262,4.2463,0.22414,0.46886,4.5698,0.089923,4.7634,3738.6,169.56,6.1066,5.4024,1327.0,1.9787,1.6804,0.9581,0.085852,411.18,0.17752,0.34098,2.3552,6,4.4322,0.19869,0.17456,0.073584,0.04442,0.12167,3.3159,1.7685,3.5017,1.419,2.6407,0.2764,-0.38931,0.4,0.17531,-0.057167,3.4019,0.13323,1.8692,0.36059,0.47333,0.47742,2.2292,0.0048432,240.61,1.3422,2.5181,2.6504,0.35044,3742.7,0.31333,2.2894,2.6948,-0.38522,0.36995,0.99971,0.065765,0.4786,0.18182,-0.89985,1.6475,-0.023058,-0.012374,0.074775,0.73996,6.0379,0.53084,0.40733,1463.0,-181.92339,124.89411,8.085879,40.51542,-30.707914,28.695972,-23.095081,11.311498,-17.071173,-3.9879851,-6.2996583,-9.90033,-3.7162519,-14.133833,-3.359592,-13.722297,-6.433491,-20.38953,-5.1047435,-11.86878,-4.585799,-4.2808876,-8.258126,-7.0323215,-4.3021255,-2.8298619,-11.518643,-1.1284235,-7.9916773,-3.2282395,-4.9374213,2.3781416,0.35735494,-0.8826846,-2.7234075,-6.6138377,-2.769308,-4.1900935,-1.6745011,-7.3702183,Q4
806,MT0030007733,4.5007,16.411,2.5157,553310,0.64957,3.0549,0.14046,1.2045,0.1015,4131.5,0.4178,5.6066,2.1759,8.0813,0.30058,0.047055,3.8886,669.03,0.45903,9.1802,0.035736,1.0309,0.24972,0.052996,1.713,0.38866,5.1234,0.54597,5242.4,2.2831,0.052383,2.3371,0.18519,0.50668,4.2918,0.08011,4.4223,3646.5,92.471,1.5105,6.0993,580.37,1.5688,0.93508,0.55795,0.057909,122.79,0.1408,0.22481,2.5156,7,3.9252,0.16266,0.16801,0.099973,0.14383,0.15609,3.1302,1.1169,3.5178,1.0414,1.7367,0.31306,0.22435,0.55556,0.16394,-0.093842,2.5268,-0.036167,-0.10242,0.5218,0.66065,0.54856,1.2691,0.0048428,130.02,1.0798,1.0932,2.7791,0.4518,3635.3,0.23298,2.0846,2.0984,-0.23769,0.0,1.1976,-1.1134,0.55003,0.23689,-0.2317,0.54387,-0.16578,-0.18069,0.13199,0.71275,5.5211,0.60538,-0.052301,1414.1,-201.26677,127.92902,-34.56408,50.742218,-15.33495,31.79378,-22.253258,18.691206,-16.293257,1.6580279,-7.244763,-4.2883515,0.37841994,-8.069287,-1.4854699,-11.042,5.0742803,-12.961417,8.825868,-4.0790896,-0.95950586,-5.51164,-4.142362,-5.403069,-7.1220236,-0.04679769,-8.427201,-1.4077486,-7.3040447,-4.2418175,-10.764842,-2.1138325,-7.387529,-1.2869935,-4.2906084,-4.5831065,-0.6203019,-4.4818044,1.1487806,-3.6495636,Q4
807,MT0030036616,4.2175,22.463,1.9524,924670,0.98934,5.9519,0.25883,1.1226,0.28001,4719.9,0.40101,20.812,1.7771,9.7354,1.4398,0.094047,4.5356,1120.5,0.42918,5.2893,0.26806,0.66393,0.38562,0.047164,1.0343,0.44089,5.2342,0.28728,5807.3,1.0,0.064,1.0,0.04878,0.51296,4.4752,0.056654,4.5408,4306.4,199.66,1.0,5.0219,1674.7,1.5859,2.2291,0.59478,0.075062,0.39395,0.18303,0.26394,1.0,6,4.0925,0.30289,0.18933,0.082896,0.047227,0.15552,3.2056,1.4928,3.4383,0.05479,2.0912,0.31466,-0.32449,0.0,0.15143,-0.089804,4.1096,-0.030725,0.0,0.18747,0.50479,0.46741,2.5368,0.0049566,144.0,2.6035,2.1737,2.5361,0.44718,4091.3,0.31148,2.3016,2.6368,0.87526,0.0,0.00090983,0.47241,0.47983,0.27762,-0.85429,1.8875,0.053073,0.13375,0.030604,0.63255,5.1284,0.60989,0.001034,807.83,-164.37912,89.11088,2.2685688,27.942408,-14.980254,10.785773,-23.845678,7.7284884,-12.375921,1.0645993,-9.871925,8.380612,-7.4920435,5.0186863,-2.7419915,2.0900214,-6.446514,4.4771323,-5.7490396,-0.6532301,-6.702749,-1.0201772,-1.7793816,-1.5591092,-3.7516196,-0.21318477,-3.7208152,-1.555496,-1.0288742,-2.54575,-3.9376295,-0.43134964,2.8316834,1.9016677,1.6803554,0.11239961,-0.081066415,-0.86416084,-0.5472279,-2.2170677,Q4
808,MT0030097602,6.7448,10.742,2.9751,30706,1.4806,8.4015,0.042721,1.2307,0.059258,4198.8,0.3594,1.5255,1.1348,12.016,0.13718,0.073915,13.413,638.12,0.42627,15.601,0.0,1.204,0.50139,0.06045,2.4143,0.36454,6.3881,0.70463,4611.1,4.1009,0.073032,3.9263,0.12281,0.45073,4.4414,0.085983,5.1241,2706.5,132.06,1.7718,5.5431,945.03,1.9976,1.3717,0.93881,0.077779,603.08,0.12815,0.3215,2.5218,8,3.8461,0.10532,0.19139,0.062192,0.024099,0.084809,3.795,1.6174,3.9241,2.5044,1.9205,0.25298,-0.39555,0.53846,0.17874,0.19273,3.0716,0.26664,-0.37516,0.51751,0.44176,0.45404,1.0632,0.0036524,156.67,1.2965,1.4501,2.959,0.38552,3750.9,0.20415,2.9925,3.231,-0.39496,0.0,1.3865,-0.98846,0.4107,0.18223,-0.9875,1.0098,0.22289,0.47365,0.10883,0.64209,6.255,0.56852,0.0094018,1010.8,-205.96375,144.74794,20.29988,52.085987,6.8160205,22.662273,-9.730649,9.781963,5.0123544,-2.9208825,0.10788496,1.1448746,-6.738152,-8.125503,-1.5807405,-11.204142,-5.7557607,-6.9993944,-2.3424532,-7.75145,-7.5922275,-9.887559,-9.372755,-6.6855145,-4.6906013,-8.617043,-7.8738246,0.11628631,-3.3224204,3.520301,-2.1841135,-4.808553,-6.6094856,-2.7361555,1.1632882,3.470326,8.9564085,7.211105,4.0953617,-3.247375,Q4
809,MT0030124886,3.6292,30.976,1.6511,695000,0.408,2.9192,0.13527,0.92051,0.092297,5883.8,0.47994,16.801,0.55101,6.7411,0.70312,0.045784,3.5518,406.47,0.5024,0.0,0.56396,0.58356,0.12938,0.043429,5.0855,0.4235,4.6832,0.19595,7567.9,0.0,0.039184,0.0,0.0,0.49798,4.0639,0.060053,4.0229,0.0,167.28,0.0,4.4897,2665.3,1.0229,1.105,0.0,0.040587,0.0,0.096546,0.18246,0.0,4,4.0324,0.35977,0.15602,0.11519,0.1293,0.17958,3.3002,0.91788,3.5621,0.03571,1.5067,0.31259,-1.6897,0.25,0.15099,-0.18431,2.5175,-0.00078707,0.0,0.27864,0.67839,0.55917,1.7076,0.010887,49.68,0.68661,1.4411,2.3273,0.40721,4027.2,0.15545,2.0095,1.1908,-2.0438,0.0,-1.0667,-1.9594,0.53891,0.26857,-1.4336,6.5666,-0.21466,-0.17093,0.045307,0.64636,5.0429,0.58759,-0.045808,563.3,-50.751896,130.10092,-49.65026,54.455025,-16.786613,47.074226,-21.248602,29.210732,-9.799102,15.436555,-0.6644286,1.2594748,3.0713985,-6.577502,6.6173043,-8.54992,10.138041,-10.346244,9.6767845,-7.2948017,4.083253,-6.215001,-4.160358,-3.2985473,-5.8036723,2.317212,-8.2267475,2.7468016,-6.900852,3.4126241,-5.334992,3.144543,-5.150023,-3.069726,-3.4079123,-4.4623075,1.1814969,-3.7888267,2.2419791,-5.397864,Q2
810,MT0030160582,2.8412,29.399,1.6592,1138200,0.43528,2.2004,0.22436,0.82021,0.12596,4896.5,0.4085,13.702,1.1945,6.2926,0.54873,0.041203,2.2667,549.61,0.44454,4.992,0.41325,0.67436,0.15193,0.043245,2.8971,0.41523,5.5101,0.29544,5411.3,1.0,0.06129,1.0,0.05,0.39855,4.2841,0.042275,4.5823,4699.9,132.03,1.0,4.3549,905.41,1.469,2.3663,0.35687,0.048079,454.3,0.12729,0.23936,1.0,4,4.1749,0.42266,0.15206,0.11083,0.23426,0.18686,3.5825,1.3096,3.9593,0.31813,1.3032,0.30144,-0.86174,0.076923,0.13555,0.36525,2.7815,0.30219,4.8112e-15,0.25058,0.69568,0.48138,2.7436,0.007304,114.52,1.5735,2.7312,1.9922,0.44777,4516.9,0.19708,2.1919,1.5093,-0.087715,0.52632,0.68392,-0.26867,0.48011,0.27188,-1.3273,0.75021,0.04982,-0.00064787,0.083783,0.71792,5.7345,0.65927,0.094664,1111.6,-93.007614,104.29391,-56.3364,56.287365,-31.579525,26.898737,-19.679127,10.000126,-20.862642,-4.5510106,-5.646521,-7.3344836,-0.32700723,-11.740538,-0.8491279,-16.224125,-1.3108735,-7.749429,-0.39213154,-12.777373,-5.3570714,-6.154258,-2.1941066,-0.66476345,-3.0837555,1.5460708,-3.6295307,4.5661144,-1.7087134,6.6578455,-0.4062309,2.7284656,-0.4703616,-0.48376116,-0.3646954,-0.9859655,1.2080988,-4.4447956,0.2209255,-2.7110019,Q2
811,MT0030203729,2.2531,30.448,1.3187,1798700,0.13528,1.2188,0.29077,0.84083,0.055544,5919.2,0.51143,14.295,0.46213,3.7662,0.26718,0.012746,1.3132,180.95,0.54517,0.0,0.52544,0.30711,0.044904,0.03402,3.5939,0.46222,4.4371,0.095293,7148.7,0.0,0.026294,0.0,0.0,0.53813,3.6607,0.042312,3.588,0.0,96.163,0.0,4.2975,706.47,0.54665,1.0353,0.0,0.020602,0.0,0.051938,0.18988,0.0,4,3.4719,0.47421,0.12625,0.15437,0.45221,0.22327,3.1371,0.51512,3.0877,-0.35523,0.86834,0.40373,-1.7566,0.0,0.10384,-0.083831,2.0229,-0.20282,0.0,0.26786,0.82867,0.59303,1.9705,0.0056762,6.3635,0.76781,1.8944,1.2758,0.54884,5469.6,0.097372,1.5504,0.7531,-2.3916,0.0,-1.2221,-1.0255,0.56586,0.30737,-1.4527,0.97307,-0.17231,-0.21598,0.012314,0.52295,4.4842,0.70287,-0.15736,318.05,-95.19113,116.74462,-80.79349,72.755714,-40.03568,37.33853,-26.057201,24.082844,-13.644801,5.8361597,-0.12291676,-1.8324277,-4.2823715,-11.263814,6.875124,-12.378589,3.9686546,-13.316365,3.285021,-14.146799,-0.30179703,-7.766161,-4.903477,-2.6057484,-7.2819705,-2.508704,-7.835727,3.4687376,-6.0755854,3.8643904,-8.018139,1.9465774,-4.6532607,-0.27062345,-2.9877596,-5.981379,-0.31722236,-4.661867,3.1339161,-3.2717857,Q2
812,MT0030214520,1.1016,36.709,1.2267,2625600,0.17148,1.6235,0.31955,0.70525,0.11354,6177.5,0.50662,31.738,-0.079235,3.685,0.44566,0.026517,1.9158,398.24,0.53484,11.39,0.41299,0.33745,0.054813,0.02185,5.7233,0.46866,4.5646,0.13005,6843.3,1.5,0.026864,1.5,0.088235,0.5605,3.6441,0.037383,3.6486,5208.8,76.711,1.5,4.4489,725.1,0.72306,1.8176,1.3598,0.026953,150.63,0.069637,0.16072,1.5,3,3.3534,0.54567,0.11827,0.16961,0.31156,0.1906,2.95,0.62518,3.115,-0.67337,0.3771,0.42774,-1.7615,1.0,0.10303,-0.24024,2.1308,-0.29356,-0.70711,0.18978,0.72266,0.59139,2.194,0.014634,0.0,0.35258,3.9215,1.4862,0.55497,5459.9,0.1317,1.5959,0.87317,-2.6772,1.0,-0.14432,-1.9449,0.55218,0.37914,-1.4998,1.3739,-0.30042,-0.14349,0.0,0.52807,4.3709,0.77519,-0.24536,0.0,-52.35599,68.525055,-22.746872,63.9282,-7.9168515,32.09592,-11.920674,26.319046,-8.475944,11.456629,-2.576711,13.313575,-14.084765,10.795664,-11.801202,4.351585,-6.6312604,10.46987,-5.919247,6.766968,-5.17115,3.0664027,-9.299228,1.849212,-5.580412,1.1890074,-7.413558,-0.19385262,-3.345305,-2.5661783,-2.9015524,2.0908544,-3.1082456,-0.08989561,0.070380725,1.686525,1.0022361,-0.76294196,-2.6060019,-0.37929344,Q2
813,MT0030247926,7.4606,5.4456,2.0373,105590,1.071,6.4487,0.066078,0.85222,0.048585,4432.0,0.31567,9.1172,2.1741,12.526,0.33456,0.061819,6.6515,416.18,0.35256,12.306,0.23167,1.7634,0.35633,0.085087,1.9177,0.33224,6.895,0.56153,5599.2,1.0,0.083298,1.0,0.037037,0.39663,5.0226,0.067089,5.4835,3698.5,150.0,1.0,6.4374,928.57,2.1689,1.3722,1.9033,0.06554,491.56,0.11653,0.35749,1.0,6,4.4,0.25286,0.21531,0.066315,0.039685,0.12385,3.934,1.428,3.9575,1.021,2.275,0.24561,0.15112,0.63636,0.21298,0.051038,4.093,0.21345,-2.8405e-15,0.33959,0.54062,0.47475,2.1077,0.0024979,104.71,1.6433,2.06,3.2784,0.34461,3365.7,0.17782,3.2914,2.3416,-0.046702,0.0,0.22615,-0.0021228,0.38187,0.14439,-0.18602,1.1316,0.24247,0.30661,0.088526,0.79545,7.4091,0.51532,0.26674,1340.7,-242.74207,149.29878,1.8311869,34.961643,3.8999178,3.6588666,0.2595842,-0.41723928,-12.538423,0.32497767,-6.042137,-2.9067268,-15.860268,0.812243,-7.9943423,-6.0499167,-4.071869,-4.118522,-4.019181,-4.0687838,0.2508179,-0.1767986,-1.0636559,0.28044733,-3.8667748,-2.7279997,-6.3771896,-1.5824329,1.4450235,-2.2301502,3.4454548,-4.6033664,0.5317298,-2.4750323,-5.667095,-2.6580565,-0.5214826,0.23595385,-0.44448817,0.6518189,Q3
